Entry,Entry name,Protein names,Gene names,Organism,Length,Gene ontology IDs,Taxonomic lineage (PHYLUM)
A0A3B4UJM2,A0A3B4UJM2_SERDU,Uncharacterized protein,,Seriola dumerili (Greater amberjack) (Caranx dumerili),1817,GO:0016020,Chordata
A0A671UDH7,A0A671UDH7_SPAAU,Sperm flagellar 2,spef2,Sparus aurata (Gilthead sea bream),1672,,Chordata
A0A6A5FKL9,A0A6A5FKL9_PERFL,Uncharacterized protein,PFLUV_G00034150,Perca fluviatilis (European perch),329,,Chordata
A0A671U6C3,A0A671U6C3_SPAAU,LSM family member 14B,lsm14b,Sparus aurata (Gilthead sea bream),384,,Chordata
A0A484C8X0,A0A484C8X0_PERFV,Uncharacterized protein,EPR50_G00188050,Perca flavescens (American yellow perch) (Morone flavescens),430,,Chordata
H4UEY3,H4UEY3_ECOLX,Bacterial regulatory helix-turn-helix s; AraC family protein,ECDEC6A_0460,Escherichia coli DEC6A,284,GO:0003700; GO:0043565,Proteobacteria
A0A671WVF2,A0A671WVF2_SPAAU,Small nuclear RNA-activating complex polypeptide 3 (snRNA-activating protein complex subunit 3),snapc3,Sparus aurata (Gilthead sea bream),382,GO:0003677; GO:0005634,Chordata
V2R0K3,V2R0K3_ECOLX,Deleted.,,,,,
A0A6G0HYL2,A0A6G0HYL2_LARCR,Tubby protein-like protein,D5F01_LYC17690,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),557,GO:0005576,Chordata
A0A671UBJ2,A0A671UBJ2_SPAAU,UTP6 small subunit processome component,,Sparus aurata (Gilthead sea bream),593,GO:0000462; GO:0030515,Chordata
A0A192C6Y5,A0A192C6Y5_ECOLX,Nitrate/nitrite transporter,WLH_00195,Escherichia coli O25b:H4,476,GO:0005886; GO:0015112; GO:0015113; GO:0016021; GO:0042128,Proteobacteria
A0A3L4Y782,A0A3L4Y782_ECOLX,Autotransporter outer membrane beta-barrel domain-containing protein (Fragment),D9I87_27305,Escherichia coli,602,,Proteobacteria
A0A4V6AMQ7,A0A4V6AMQ7_COLLU,ATP-dependent DNA helicase (EC 3.6.4.12),D9C73_028221,Collichthys lucidus (Big head croaker) (Sciaena lucida),2748,GO:0000723; GO:0003678; GO:0004843; GO:0005524; GO:0006281; GO:0006310,Chordata
A0A671Y496,A0A671Y496_SPAAU,5;6-dihydroxyindole-2-carboxylic acid oxidase-like,LOC115595434,Sparus aurata (Gilthead sea bream),533,GO:0016021; GO:0016491; GO:0033162; GO:0042438,Chordata
A0A671WD86,A0A671WD86_SPAAU,Complement C1q subcomponent subunit B-like,LOC115569602,Sparus aurata (Gilthead sea bream),227,,Chordata
A0A671XIV8,A0A671XIV8_SPAAU,B-cell lymphoma/leukemia 11B-like,BCL11B,Sparus aurata (Gilthead sea bream),839,,Chordata
A0A671UXE9,A0A671UXE9_SPAAU,B-cell lymphoma/leukemia 11B-like,LOC115574150,Sparus aurata (Gilthead sea bream),851,,Chordata
A0A671YN51,A0A671YN51_SPAAU,RNA-binding motif; single-stranded-interacting protein 1-like,RBMS1,Sparus aurata (Gilthead sea bream),372,GO:0003723; GO:1990904,Chordata
A0A4U5UF41,A0A4U5UF41_COLLU,Matrix-remodeling-associated protein 5,D9C73_006778,Collichthys lucidus (Big head croaker) (Sciaena lucida),2411,GO:0005886; GO:0016021,Chordata
A0A671TW78,A0A671TW78_SPAAU,Coiled-coil domain-containing protein 39,ccdc39,Sparus aurata (Gilthead sea bream),951,GO:0003341; GO:0005930; GO:0036159,Chordata
A0A671WFX3,A0A671WFX3_SPAAU,Procollagen C-endopeptidase enhancer 2,pcolce2,Sparus aurata (Gilthead sea bream),428,GO:0005576,Chordata
V0UN27,V0UN27_ECOLX,Glucose-specific phosphotransferase enzyme IIA component,HMPREF1604_05249,Escherichia coli 908519,169,GO:0009401; GO:0016740,Proteobacteria
A0A671YB33,A0A671YB33_SPAAU,CUB and Sushi multiple domains 1,CSMD1,Sparus aurata (Gilthead sea bream),3600,GO:0016021,Chordata
A0A6A5EI43,A0A6A5EI43_PERFL,Uncharacterized protein,PFLUV_G00164810,Perca fluviatilis (European perch),405,,Chordata
A0A671XS99,A0A671XS99_SPAAU,Echinoderm microtubule-associated protein-like 4,LOC115597163,Sparus aurata (Gilthead sea bream),997,,Chordata
Q3YVY6,Q3YVY6_SHISS,Lipid A-core; surface polymer ligase,waaL SSON_3783,Shigella sonnei (strain Ss046),417,GO:0016021; GO:0016874,Proteobacteria
A0A671W265,A0A671W265_SPAAU,FA complementation group L,fancl,Sparus aurata (Gilthead sea bream),371,GO:0004842; GO:0036297; GO:0043240; GO:0046872,Chordata
A0A498MDG1,A0A498MDG1_LABRO,Gag-pol fusion poly,ROHU_026548,Labeo rohita (Indian major carp) (Cyprinus rohita),2478,GO:0003676; GO:0015074; GO:0016021,Chordata
A0A6F9CDS0,A0A6F9CDS0_9TELE,Uncharacterized protein,CSTEINMANNI_LOCUS3957184 CSTEINMANNI_LOCUS3957269,Coregonus sp. 'balchen',606,,Chordata
A0A671WT99,A0A671WT99_SPAAU,Calpain-1 catalytic subunit-like,LOC115565931,Sparus aurata (Gilthead sea bream),694,GO:0004198; GO:0005509,Chordata
A0A671VRI4,A0A671VRI4_SPAAU,DNA primase (EC 2.7.7.-),,Sparus aurata (Gilthead sea bream),423,GO:0003896; GO:0046872,Chordata
A0A671UKL4,A0A671UKL4_SPAAU,Actin-binding transcription modulator (Protein Abitram) (Protein Simiate),abitram,Sparus aurata (Gilthead sea bream),182,GO:0030027; GO:0030425; GO:0030426,Chordata
X1IV60,X1IV60_9ZZZZ,CSD domain-containing protein,S03H2_43388,marine sediment metagenome,70,GO:0003676; GO:0005737,
A0A6P7K7Y7,A0A6P7K7Y7_9TELE,E3 ubiquitin-protein ligase RNF123 isoform X2,rnf123,Parambassis ranga (Indian glassy fish),1330,GO:0046872,Chordata
A0A671Y3P0,A0A671Y3P0_SPAAU,Histone H4 transcription factor-like,LOC115575869,Sparus aurata (Gilthead sea bream),539,,Chordata
A0A671WTZ2,A0A671WTZ2_SPAAU,Tumor necrosis factor ligand superfamily member 14-like,LOC115566388,Sparus aurata (Gilthead sea bream),259,GO:0005164; GO:0006955; GO:0016021,Chordata
A0A671WSA0,A0A671WSA0_SPAAU,Coagulation factor XIII A chain,f13a1,Sparus aurata (Gilthead sea bream),724,GO:0003810; GO:0018149; GO:0072378,Chordata
A0A671X9B2,A0A671X9B2_SPAAU,Integrin beta,LOC115575752,Sparus aurata (Gilthead sea bream),799,GO:0005178; GO:0007229; GO:0008305; GO:0070527,Chordata
A0A671V1I9,A0A671V1I9_SPAAU,Podocan,LOC115591873,Sparus aurata (Gilthead sea bream),586,,Chordata
A0A674P7W2,A0A674P7W2_TAKRU,Uncharacterized protein,cftr,Takifugu rubripes (Japanese pufferfish) (Fugu rubripes),819,GO:0005254; GO:0005524; GO:0016021; GO:0042626,Chordata
A0A671VGR0,A0A671VGR0_SPAAU,FinTRIM family; member 87,,Sparus aurata (Gilthead sea bream),559,GO:0008270,Chordata
A0A3B4TCF1,A0A3B4TCF1_SERDU,Peroxisomal biogenesis factor 5 like,,Seriola dumerili (Greater amberjack) (Caranx dumerili),633,GO:0005221; GO:0005737; GO:0016020,Chordata
A0A3B4TCH6,A0A3B4TCH6_SERDU,Peroxisomal biogenesis factor 5 like,,Seriola dumerili (Greater amberjack) (Caranx dumerili),598,GO:0005221; GO:0005737; GO:0016020,Chordata
G8EP01,G8EP01_BAYPR,NADH:ubiquinone reductase (H(+)-translocating) (EC 7.1.1.2),ND5,Baylisascaris procyonis (Raccoon roundworm),528,GO:0005739; GO:0008137; GO:0016021,Nematoda (roundworms)
A0A671WTF5,A0A671WTF5_SPAAU,Cytochrome P450 2U1,LOC115589948,Sparus aurata (Gilthead sea bream),533,GO:0005506; GO:0016021; GO:0016712; GO:0020037,Chordata
A0A3P9JAW1,A0A3P9JAW1_ORYLA,Uncharacterized protein,,Oryzias latipes (Japanese rice fish) (Japanese killifish),1082,GO:0003676; GO:0015074,Chordata
A0A5P9KMT8,A0A5P9KMT8_9CAUL,DNA mismatch repair protein MutS,mutS1 mutS BSP_02750,Brevundimonas sp. Bb-A,894,GO:0003684; GO:0005524; GO:0006298; GO:0030983,Proteobacteria
A0A671V743,A0A671V743_SPAAU,Tetratricopeptide repeat protein 27,ttc27,Sparus aurata (Gilthead sea bream),849,,Chordata
A0A3B4TET0,A0A3B4TET0_SERDU,Synaptotagmin like 3,,Seriola dumerili (Greater amberjack) (Caranx dumerili),471,GO:0005544; GO:0006886; GO:0006887; GO:0031267,Chordata
A0A668U2R5,A0A668U2R5_OREAU,Solute carrier family 7 member 8a,,Oreochromis aureus (Israeli tilapia) (Chromis aureus),499,GO:0016021; GO:0022857,Chordata
A0A671Z4V4,A0A671Z4V4_SPAAU,Kinesin family member 14,kif14,Sparus aurata (Gilthead sea bream),1609,GO:0005524; GO:0007018; GO:0008017; GO:1990939,Chordata
A0A669DN60,A0A669DN60_ORENI,Reverse transcriptase domain-containing protein,,Oreochromis niloticus (Nile tilapia) (Tilapia nilotica),1022,,Chordata
A0A656NXW6,A0A656NXW6_9ENTR,Deleted.,,,,,
A0A671TLA4,A0A671TLA4_SPAAU,Protein LTV1 homolog,ltv1,Sparus aurata (Gilthead sea bream),473,GO:0042274,Chordata
A0A3Q3VZF0,A0A3Q3VZF0_MOLML,Ig-like domain-containing protein,,Mola mola (Ocean sunfish) (Tetraodon mola),318,GO:0005886; GO:0016021,Chordata
A0A671UI19,A0A671UI19_SPAAU,Calcium-independent phospholipase A2-gamma-like,LOC115584516,Sparus aurata (Gilthead sea bream),892,GO:0006629,Chordata
A0A0B2VPI6,A0A0B2VPI6_TOXCA,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),SOD Tcan_05396,Toxocara canis (Canine roundworm),161,GO:0004784; GO:0046872,Nematoda (roundworms)
A0A671TSR5,A0A671TSR5_SPAAU,Rhodopsin,opn3,Sparus aurata (Gilthead sea bream),428,GO:0004930; GO:0007601; GO:0007602; GO:0009881; GO:0016021; GO:0018298,Chordata
A0A671UEV4,A0A671UEV4_SPAAU,T-complex-associated-testis-expressed 1,tcte1,Sparus aurata (Gilthead sea bream),437,,Chordata
A0A671YGZ2,A0A671YGZ2_SPAAU,Mitogen-activated protein kinase (EC 2.7.11.24),LOC115571627,Sparus aurata (Gilthead sea bream),1122,GO:0004707; GO:0005524; GO:0106310; GO:0106311,Chordata
A0A6G0IZF4,A0A6G0IZF4_LARCR,Solute carrier family 13 member 1 NaSi-1 Renal sodium/sulfate cotransporter,D5F01_LYC05434,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),589,GO:0006814; GO:0016021; GO:0022857,Chordata
A0A3Q4MYK4,A0A3Q4MYK4_NEOBR,Dynein heavy chain 6; axonemal-like,,Neolamprologus brichardi (Fairy cichlid) (Lamprologus brichardi),3438,GO:0005524; GO:0005576; GO:0005858; GO:0005874; GO:0006915; GO:0008569; GO:0016021; GO:0042981; GO:0060285; GO:0060287; GO:0061371,Chordata
F4SKH7,F4SKH7_ECOLX,Inner membrane protein MalK,ECHG_01623,Escherichia coli H736,246,GO:0005524; GO:0042626,Proteobacteria
A0A6G0J486,A0A6G0J486_LARCR,Protein phosphatase 1 regulatory inhibitor subunit 16B,D5F01_LYC02845,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),553,GO:0005886; GO:0019888,Chordata
A0A671Z0J2,A0A671Z0J2_SPAAU,Period circadian protein homolog 2-like,LOC115572896,Sparus aurata (Gilthead sea bream),1418,GO:0005634; GO:0005737; GO:0048511,Chordata
A0A671Z0M5,A0A671Z0M5_SPAAU,Period circadian protein homolog 2-like,LOC115572896,Sparus aurata (Gilthead sea bream),1487,GO:0005634; GO:0005737; GO:0048511,Chordata
A0A3Q3FWI9,A0A3Q3FWI9_9LABR,AF4/FMR2 family member 4,,Labrus bergylta (ballan wrasse),1160,GO:0005634; GO:0010468,Chordata
A0A3Q3LDR5,A0A3Q3LDR5_9TELE,Uncharacterized protein,,Mastacembelus armatus (zig-zag eel),334,GO:0005794; GO:0006486; GO:0008373; GO:0016021,Chordata
A0A3Q1FGQ4,A0A3Q1FGQ4_9TELE,Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15),MED15,Acanthochromis polyacanthus (spiny chromis),803,GO:0003712; GO:0006357; GO:0016592,Chordata
A0A0F8BJH9,A0A0F8BJH9_LARCR,Interferon-induced protein 44,EH28_08095,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),1204,,Chordata
A0A0F8C750,A0A0F8C750_LARCR,Proteasome assembly chaperone 2,EH28_10646,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),262,GO:0000502,Chordata
A0A671TPV9,A0A671TPV9_SPAAU,Proteasome assembly chaperone 2,psmg2,Sparus aurata (Gilthead sea bream),262,,Chordata
A0A4U5VH44,A0A4U5VH44_COLLU,Tumor necrosis factor ligand superfamily member 10 TNF-related apoptosis-inducing ligand,D9C73_021550,Collichthys lucidus (Big head croaker) (Sciaena lucida),340,GO:0005125; GO:0005164; GO:0005615; GO:0006955; GO:0016021; GO:0046872,Chordata
A0A0M3HTJ1,A0A0M3HTJ1_ASCLU,Ribos_L4_asso_C domain-containing protein,,Ascaris lumbricoides (Giant roundworm),378,GO:0003735; GO:0005840; GO:0006412,Nematoda (roundworms)
A7ZHY7,A7ZHY7_ECO24,NlpC/P60 family protein,EcE24377A_0261,Escherichia coli O139:H28 (strain E24377A / ETEC),269,,Proteobacteria
A0A0M3JWX5,A0A0M3JWX5_ANISI,Ras-related protein Rab-11B (Ras-related protein Rab-11B; Ras-related protein Rab-25 (inferred by orthology to a human protein)),rab-11b ASIM_LOCUS12285,Anisakis simplex (Herring worm),215,GO:0003924; GO:0005525,Nematoda (roundworms)
A0A671YYT5,A0A671YYT5_SPAAU,Coiled-coil domain-containing protein 181,ccdc181,Sparus aurata (Gilthead sea bream),518,GO:0005737; GO:0005856; GO:0031514,Chordata
S0Z9W3,S0Z9W3_ECOLX,Multidrug resistance protein MdtB,WG7_02172,Escherichia coli KTE38,311,GO:0016021; GO:0022857,Proteobacteria
A0A671TNL9,A0A671TNL9_SPAAU,DNA-directed DNA/RNA polymerase mu (EC 2.7.7.7),,Sparus aurata (Gilthead sea bream),530,GO:0003677; GO:0003887; GO:0005634; GO:0006281; GO:0046872,Chordata
A0A671TU52,A0A671TU52_SPAAU,Nuclear factor 7; brain-like,LOC115587143,Sparus aurata (Gilthead sea bream),488,GO:0008270,Chordata
A0A671UVG9,A0A671UVG9_SPAAU,Rho guanine nucleotide exchange factor 2-like,LOC115581745,Sparus aurata (Gilthead sea bream),914,GO:0005085; GO:0005737; GO:0035556,Chordata
A0A671W5X0,A0A671W5X0_SPAAU,Host cell factor 1-like,LOC115582569,Sparus aurata (Gilthead sea bream),1711,GO:0048188; GO:0071339,Chordata
A0A2E7YED6,A0A2E7YED6_9RHIZ,Uncharacterized protein,CMH16_14195,Methylobacterium sp.,532,,Proteobacteria
A0A6P7HLP7,A0A6P7HLP7_9TELE,obscurin-like protein 1 isoform X7,LOC114426343,Parambassis ranga (Indian glassy fish),3395,GO:0005886; GO:0016021,Chordata
A0A6P8UJD5,A0A6P8UJD5_GYMAC,obscurin isoform X7,obsl1b,Gymnodraco acuticeps (Antarctic dragonfish),2615,GO:0005886; GO:0016021,Chordata
A0A6J2RYK6,A0A6J2RYK6_COTGO,obscurin-like protein 1 isoform X4,LOC115026030,Cottoperca gobio (Frogmouth) (Aphritis gobio),3077,GO:0005886; GO:0016021,Chordata
A0A671WC14,A0A671WC14_SPAAU,Torsin,LOC115592268,Sparus aurata (Gilthead sea bream),326,GO:0005524; GO:0005788; GO:0007029; GO:0016021; GO:0051085,Chordata
A0A671YZ06,A0A671YZ06_SPAAU,Sperm associated antigen 17,spag17,Sparus aurata (Gilthead sea bream),2070,,Chordata
A0A6P7LU28,A0A6P7LU28_BETSP,Domain E (EC 2.10.1.1) (EC 2.7.7.75) (Domain G) (Molybdopterin adenylyltransferase) (Molybdopterin molybdenumtransferase),gphn,Betta splendens (Siamese fighting fish),812,GO:0006777; GO:0032324; GO:0061598; GO:0061599,Chordata
A0A671ULM8,A0A671ULM8_SPAAU,Alpha-2-macroglobulin-like,LOC115569121,Sparus aurata (Gilthead sea bream),1481,GO:0004867; GO:0005615,Chordata
A0A671UEI4,A0A671UEI4_SPAAU,Solute carrier family 41 member 1-like,LOC115583563,Sparus aurata (Gilthead sea bream),492,GO:0008324; GO:0016021,Chordata
F1LGI5,F1LGI5_ASCSU,Cleavage stimulation factor subunit 2,,Ascaris suum (Pig roundworm) (Ascaris lumbricoides),115,GO:0003723,Nematoda (roundworms)
A0A671X4H8,A0A671X4H8_SPAAU,tRNA (guanine(10)-N2)-methyltransferase homolog (tRNA guanosine-2'-O-methyltransferase TRM11 homolog),trmt11,Sparus aurata (Gilthead sea bream),497,GO:0000049; GO:0008168; GO:0032259,Chordata
A0A2K8YMM6,A0A2K8YMM6_9BRAD,IS30 family transposase,CWS35_34900,Bradyrhizobium sp. SK17,338,GO:0003676; GO:0015074,Proteobacteria
U9YA03,U9YA03_ECOLX,Trk system potassium uptake protein,HMPREF1589_02153,Escherichia coli 113290,458,GO:0005886; GO:0015379; GO:0016021; GO:0046872,Proteobacteria
A0A671W9X9,A0A671W9X9_SPAAU,Uncharacterized LOC115591619,LOC115591619,Sparus aurata (Gilthead sea bream),449,,Chordata
A0A671XIL9,A0A671XIL9_SPAAU,Coiled-coil domain-containing protein 42 homolog,LOC115581261,Sparus aurata (Gilthead sea bream),323,,Chordata
A0A671TGF5,A0A671TGF5_SPAAU,Daxx (Death domain-associated protein 6),daxx,Sparus aurata (Gilthead sea bream),749,GO:0000775; GO:0005730; GO:0005737; GO:0006325; GO:0006915; GO:0016605,Chordata
A0A671V5C1,A0A671V5C1_SPAAU,Matrix metalloproteinase-14-like,LOC115586495,Sparus aurata (Gilthead sea bream),724,GO:0004222; GO:0008270; GO:0016021; GO:0031012,Chordata
A0A671YJS4,A0A671YJS4_SPAAU,Neural EGFL like 2,nell2,Sparus aurata (Gilthead sea bream),813,GO:0005509,Chordata
A0A0F8CGT9,A0A0F8CGT9_LARCR,Uncharacterized protein,EH28_00382,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),695,,Chordata
A0A671VMK0,A0A671VMK0_SPAAU,Si:ch211-265o23.1,,Sparus aurata (Gilthead sea bream),554,GO:0035556,Chordata
A0A671UQT3,A0A671UQT3_SPAAU,U6 snRNA phosphodiesterase (EC 3.1.4.-),usb1 USB1,Sparus aurata (Gilthead sea bream),277,GO:0005634; GO:0034477; GO:1990838,Chordata
A0A7J5ZAI3,A0A7J5ZAI3_DISMA,THAP-type domain-containing protein (Fragment),F7725_011996,Dissostichus mawsoni (Antarctic cod),164,,Chordata
F1LF10,F1LF10_ASCSU,40S ribosomal protein S12,,Ascaris suum (Pig roundworm) (Ascaris lumbricoides),140,GO:0003735; GO:0005840; GO:0006412,Nematoda (roundworms)
A0A671U2D7,A0A671U2D7_SPAAU,Glutamate receptor,,Sparus aurata (Gilthead sea bream),1230,GO:0004970; GO:0016021; GO:0045211,Chordata
A0A671W592,A0A671W592_SPAAU,Glutamate receptor,GRIN3A,Sparus aurata (Gilthead sea bream),1265,GO:0004970; GO:0016021; GO:0045211,Chordata
A0A671VL82,A0A671VL82_SPAAU,NPC1 like intracellular cholesterol transporter 1,NPC1L1,Sparus aurata (Gilthead sea bream),1241,GO:0016021,Chordata
A0A6J2QSU2,A0A6J2QSU2_COTGO,collagen alpha-1(XI) chain-like,LOC115016986,Cottoperca gobio (Frogmouth) (Aphritis gobio),766,GO:0005581,Chordata
A0A3B4TAI5,A0A3B4TAI5_SERDU,Usherin,,Seriola dumerili (Greater amberjack) (Caranx dumerili),4915,GO:0005576; GO:0010996; GO:0016021; GO:0042462; GO:0050953,Chordata
A0A671WAS5,A0A671WAS5_SPAAU,Ribosyldihydronicotinamide dehydrogenase [quinone]-like,LOC115587587,Sparus aurata (Gilthead sea bream),271,,Chordata
A0A4Z2J3H8,A0A4Z2J3H8_9TELE,Sodium channel protein type 2 subunit alpha,SCN2A_2 EYF80_005267,Liparis tanakae (Tanaka's snailfish),200,GO:0005261; GO:0005886; GO:0016021,Chordata
A0A671VIQ7,A0A671VIQ7_SPAAU,Dehydrogenase/reductase SDR family member 13-like,LOC115574669,Sparus aurata (Gilthead sea bream),323,GO:0016491,Chordata
L3C4K3,L3C4K3_ECOLX,YgfJ family molybdenum hydroxylase accessory protein,A13W_02004,Escherichia coli KTE193,192,,Proteobacteria
A0A671U584,A0A671U584_SPAAU,Uncharacterized protein,,Sparus aurata (Gilthead sea bream),781,GO:0005509; GO:0007155; GO:0016020,Chordata
A0A0Q6Z1H9,A0A0Q6Z1H9_9BRAD,AAA family ATPase,ASC80_00815,Afipia sp. Root123D2,458,GO:0000160; GO:0005524; GO:0005737; GO:0006355; GO:0008134; GO:0043565,Proteobacteria
A0A671WIP0,A0A671WIP0_SPAAU,Nucleoporin 50,,Sparus aurata (Gilthead sea bream),520,GO:0005643; GO:0015031; GO:0046907; GO:0051028,Chordata
A0A671VFC2,A0A671VFC2_SPAAU,Cathepsin Z-like,LOC115573294,Sparus aurata (Gilthead sea bream),300,GO:0008234,Chordata
A0A671WHA7,A0A671WHA7_SPAAU,Double C2-like domain-containing protein alpha,LOC115577947,Sparus aurata (Gilthead sea bream),425,GO:0005509; GO:0005544; GO:0007268; GO:0016020; GO:0017158; GO:0045202,Chordata
A0A671YCB3,A0A671YCB3_SPAAU,Protein Shroom1-like,LOC115594331,Sparus aurata (Gilthead sea bream),1587,GO:0005737; GO:0005874; GO:0051015,Chordata
A0A671Z3M1,A0A671Z3M1_SPAAU,Uncharacterized protein,,Sparus aurata (Gilthead sea bream),2381,GO:0005886; GO:0016021,Chordata
A0A6J2QNI0,A0A6J2QNI0_COTGO,Protein-tyrosine-phosphatase (EC 3.1.3.48),LOC115011864,Cottoperca gobio (Frogmouth) (Aphritis gobio),1528,GO:0004725; GO:0005886; GO:0016021,Chordata
A0A6J2QXT8,A0A6J2QXT8_COTGO,Protein-tyrosine-phosphatase (EC 3.1.3.48),LOC115011864,Cottoperca gobio (Frogmouth) (Aphritis gobio),1944,GO:0004725; GO:0005886; GO:0016021,Chordata
A0A6J2QQN7,A0A6J2QQN7_COTGO,Protein-tyrosine-phosphatase (EC 3.1.3.48),LOC115011864,Cottoperca gobio (Frogmouth) (Aphritis gobio),1520,GO:0004725; GO:0005886; GO:0016021,Chordata
A0A4U5VNF9,A0A4U5VNF9_COLLU,Abl interactor 1,D9C73_024143,Collichthys lucidus (Big head croaker) (Sciaena lucida),403,,Chordata
A0A484DIT6,A0A484DIT6_PERFV,Uncharacterized protein,EPR50_G00025880,Perca flavescens (American yellow perch) (Morone flavescens),1227,,Chordata
A0A3Q3N556,A0A3Q3N556_9TELE,Neuron navigator 3,NAV3,Mastacembelus armatus (zig-zag eel),2317,GO:0005524; GO:0016887; GO:0022008,Chordata
A0A3B4ZH44,A0A3B4ZH44_9TELE,Neuron navigator 3,,Stegastes partitus (bicolor damselfish),2434,GO:0005524; GO:0016887; GO:0022008,Chordata
A0A671W2T2,A0A671W2T2_SPAAU,Zona pellucida sperm-binding protein 4-like,LOC115578441,Sparus aurata (Gilthead sea bream),562,,Chordata
A0A671V6L7,A0A671V6L7_SPAAU,P2X purinoceptor,LOC115568591,Sparus aurata (Gilthead sea bream),409,GO:0001614; GO:0004931; GO:0005524; GO:0005887; GO:0033198; GO:0098794,Chordata
A0A3P7G999,A0A3P7G999_TOXCA,Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein),TCNE_LOCUS13910,Toxocara canis (Canine roundworm),425,GO:0004047; GO:0005739; GO:0006546; GO:0008483,Nematoda (roundworms)
A0A6G0HXX1,A0A6G0HXX1_LARCR,Phosphoinositide phospholipase C (EC 3.1.4.11),D5F01_LYC17357,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),2395,GO:0004435; GO:0005085; GO:0007264; GO:0016042,Chordata
A0A6A5E453,A0A6A5E453_PERFL,Phosphoinositide phospholipase C (EC 3.1.4.11),PFLUV_G00243360,Perca fluviatilis (European perch),2355,GO:0004435; GO:0005085; GO:0007264; GO:0016042,Chordata
A0A3R7E3Y2,A0A3R7E3Y2_9BURK,Aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A,DFJ54_0154,Paraburkholderia sediminicola,471,GO:0016740; GO:0016787,Proteobacteria
A0A671YYL1,A0A671YYL1_SPAAU,Rhodopsin,LOC115570955,Sparus aurata (Gilthead sea bream),529,GO:0004930; GO:0007601; GO:0007602; GO:0009881; GO:0016021; GO:0018298,Chordata
A0A671XH45,A0A671XH45_SPAAU,Synaptic vesicle 2-related protein-like,LOC115592373,Sparus aurata (Gilthead sea bream),542,GO:0016021; GO:0022857,Chordata
A0A671W541,A0A671W541_SPAAU,HD domain-containing protein,,Sparus aurata (Gilthead sea bream),473,,Chordata
A0A671VRU2,A0A671VRU2_SPAAU,OCA2 melanosomal transmembrane protein,oca2,Sparus aurata (Gilthead sea bream),819,GO:0016021; GO:0055085,Chordata
A0A671WV73,A0A671WV73_SPAAU,Perilipin-2-like,LOC115584542,Sparus aurata (Gilthead sea bream),334,,Chordata
A0A671TQV8,A0A671TQV8_SPAAU,Cadherin 15,cdh15,Sparus aurata (Gilthead sea bream),815,GO:0005509; GO:0005886; GO:0007156; GO:0016021,Chordata
A0A484C303,A0A484C303_PERFV,DUF4472 domain-containing protein,EPR50_G00215250,Perca flavescens (American yellow perch) (Morone flavescens),554,,Chordata
A0A671UJ94,A0A671UJ94_SPAAU,URB2 ribosome biogenesis homolog,urb2,Sparus aurata (Gilthead sea bream),1668,,Chordata
A0A0B2VMC3,A0A0B2VMC3_TOXCA,Gamma-glutamyltranspeptidase 1,GGT1 Tcan_16548,Toxocara canis (Canine roundworm),825,GO:0006751; GO:0016020; GO:0016757; GO:0036374,Nematoda (roundworms)
