Entry,Entry name,Protein names,Gene names,Organism,Length,Gene ontology IDs,Taxonomic lineage (PHYLUM)
Q9W6M2,ESR2_SPAAU,Estrogen receptor beta (ER-beta) (Nuclear receptor subfamily 3 group A member 2),esr2 nr3a2,Sparus aurata (Gilthead sea bream),559,GO:0004879; GO:0005496; GO:0005634; GO:0008270; GO:0030284; GO:0030520; GO:0043565; GO:0071392,Chordata
A2Q0R8,RS3A_SOLSE,40S ribosomal protein S3a,rps3a,Solea senegalensis (Senegalese sole),266,GO:0003735; GO:0006412; GO:0022627,Chordata
Q6EE23,RSAD2_SINCH,Radical S-adenosyl methionine domain-containing protein 2 (Viperin) (Virus inhibitory protein; endoplasmic reticulum-associated; interferon-inducible),rsad2,Siniperca chuatsi (Mandarin fish),354,GO:0003824; GO:0005789; GO:0045087; GO:0046872; GO:0051539; GO:0051607,Chordata
Q6TN15,MX_SINCH,Interferon-induced GTP-binding protein Mx (Interferon-inducible Mx protein),mx,Siniperca chuatsi (Mandarin fish),626,GO:0003924; GO:0005525; GO:0005737,Chordata
Q3Z3H6,PYRD_SHISS,Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase),pyrD SSON_0949,Shigella sonnei (strain Ss046),336,GO:0004152; GO:0005737; GO:0005886; GO:0006207; GO:0044205,Proteobacteria
Q3YYZ8,PUR4_SHISS,Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT),purL SSON_2640,Shigella sonnei (strain Ss046),1295,GO:0004642; GO:0005524; GO:0005737; GO:0006189; GO:0006541; GO:0046872,Proteobacteria
Q3Z250,PSRP_SHISS,Phosphoenolpyruvate synthase regulatory protein (PEP synthase regulatory protein) (PSRP) (EC 2.7.11.33) (EC 2.7.4.28) (Pyruvate; water dikinase regulatory protein),ppsR SSON_1456,Shigella sonnei (strain Ss046),277,GO:0004674; GO:0005524; GO:0006470; GO:0016776; GO:0043531,Proteobacteria
Q3YXV7,RPIA_SHISS,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),rpiA SSON_3066,Shigella sonnei (strain Ss046),219,GO:0004751; GO:0009052,Proteobacteria
Q3YVW2,MTLD_SHISS,Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17),mtlD SSON_3808,Shigella sonnei (strain Ss046),382,GO:0008926; GO:0019594,Proteobacteria
Q3Z146,PUUD_SHISS,Gamma-glutamyl-gamma-aminobutyrate hydrolase (Gamma-Glu-GABA hydrolase) (EC 3.5.1.94),puuD SSON_1842,Shigella sonnei (strain Ss046),254,GO:0006541; GO:0009447; GO:0033969,Proteobacteria
Q3YX36,RAPZ_SHISS,RNase adapter protein RapZ,rapZ SSON_3353,Shigella sonnei (strain Ss046),284,GO:0003723; GO:0005524; GO:0005525,Proteobacteria
Q3Z3J0,SYN_SHISS,Asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS),asnS SSON_0933,Shigella sonnei (strain Ss046),466,GO:0003676; GO:0004816; GO:0005524; GO:0005737; GO:0006421,Proteobacteria
Q3YZ29,PEPB_SHISS,Peptidase B (EC 3.4.11.23) (Aminopeptidase B),pepB SSON_2605,Shigella sonnei (strain Ss046),427,GO:0000976; GO:0005737; GO:0030145; GO:0070006,Proteobacteria
Q3YY15,KDUI_SHISS,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17) (5-keto-4-deoxyuronate isomerase) (DKI isomerase),kduI SSON_3003,Shigella sonnei (strain Ss046),278,GO:0008270; GO:0008697; GO:0045490,Proteobacteria
Q3Z5R3,LPXC_SHISS,UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase),lpxC SSON_0104,Shigella sonnei (strain Ss046),305,GO:0008759; GO:0009245; GO:0046872; GO:0103117,Proteobacteria
Q3YV73,RHAA_SHISS,L-rhamnose isomerase (EC 5.3.1.14),rhaA SSON_4073,Shigella sonnei (strain Ss046),419,GO:0005737; GO:0008740; GO:0019301; GO:0030145,Proteobacteria
Q3Z3R0,HCP_SHISS,Hydroxylamine reductase (EC 1.7.99.1) (Hybrid-cluster protein) (HCP) (Prismane protein),hcp SSON_0859,Shigella sonnei (strain Ss046),552,GO:0005737; GO:0046872; GO:0050418; GO:0051537,Proteobacteria
Q3YWM2,PCKA_SHISS,Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49),pckA SSON_3534,Shigella sonnei (strain Ss046),540,GO:0004612; GO:0005524; GO:0005737; GO:0006094; GO:0046872,Proteobacteria
Q3Z001,NAPA_SHISS,Periplasmic nitrate reductase (EC 1.9.6.1),napA SSON_2264,Shigella sonnei (strain Ss046),828,GO:0005506; GO:0006777; GO:0008940; GO:0009055; GO:0030151; GO:0042128; GO:0042597; GO:0043546; GO:0050140; GO:0051539,Proteobacteria
Q3YWK2,YIDZ_SHISS,HTH-type transcriptional regulator YidZ,yidZ SSON_3555,Shigella sonnei (strain Ss046),319,GO:0003677; GO:0003700,Proteobacteria
Q3YW59,ZNTA_SHISS,Zinc/cadmium/lead-transporting P-type ATPase (EC 7.2.2.-) (EC 7.2.2.12) (EC 7.2.2.21) (Zn(2+)/Cd(2+)/Pb(2+) export ATPase),zntA SSON_3707,Shigella sonnei (strain Ss046),732,GO:0005524; GO:0005886; GO:0006829; GO:0008551; GO:0016021; GO:0016463; GO:0046872,Proteobacteria
Q3Z5V2,RAPA_SHISS,RNA polymerase-associated protein RapA (EC 3.6.4.-) (ATP-dependent helicase HepA),rapA SSON_0065,Shigella sonnei (strain Ss046),968,GO:0003677; GO:0004386; GO:0005524; GO:0006355; GO:0016817; GO:0070615,Proteobacteria
Q3Z3T7,YBJL_SHISS,Putative transport protein YbjL,ybjL SSON_0832,Shigella sonnei (strain Ss046),561,GO:0005886; GO:0006813; GO:0008324; GO:0016021,Proteobacteria
Q3YUZ6,RPOC_SHISS,DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta'),rpoC SSON_4161,Shigella sonnei (strain Ss046),1407,GO:0000287; GO:0003677; GO:0003899; GO:0006351; GO:0008270,Proteobacteria
Q3YV62,PFKA_SHISS,ATP-dependent 6-phosphofructokinase isozyme 1 (ATP-PFK 1) (Phosphofructokinase 1) (EC 2.7.1.11) (6-phosphofructokinase isozyme I) (Phosphohexokinase 1),pfkA SSON_4085,Shigella sonnei (strain Ss046),320,GO:0003872; GO:0005524; GO:0005737; GO:0006002; GO:0046872,Proteobacteria
Q3YUZ7,RPOB_SHISS,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),rpoB SSON_4160,Shigella sonnei (strain Ss046),1342,GO:0003677; GO:0003899; GO:0006351; GO:0032549,Proteobacteria
Q3Z4S6,HTPG_SHISS,Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G),htpG SSON_0460,Shigella sonnei (strain Ss046),624,GO:0005524; GO:0005737; GO:0006457; GO:0016887; GO:0051082,Proteobacteria
Q3Z600,DNAJ_SHISS,Chaperone protein DnaJ,dnaJ SSON_0015,Shigella sonnei (strain Ss046),376,GO:0005524; GO:0005737; GO:0006260; GO:0006457; GO:0008270; GO:0009408; GO:0031072; GO:0051082,Proteobacteria
Q3YV10,BTUB_SHISS,Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator),btuB SSON_4139,Shigella sonnei (strain Ss046),614,GO:0009279; GO:0015288; GO:0015420; GO:0046872; GO:0046930,Proteobacteria
Q3Z259,BTUC_SHISS,Vitamin B12 import system permease protein BtuC,btuC SSON_1447,Shigella sonnei (strain Ss046),326,GO:0005886; GO:0015889; GO:0016021; GO:0090482,Proteobacteria
Q3Z5K2,CLCA_SHISS,H(+)/Cl(-) exchange transporter ClcA,clcA eriC SSON_0167,Shigella sonnei (strain Ss046),473,GO:0005247; GO:0005887; GO:0015108; GO:0015297,Proteobacteria
Q3Z5W8,CAIT_SHISS,L-carnitine/gamma-butyrobetaine antiporter,caiT SSON_0048,Shigella sonnei (strain Ss046),504,GO:0005886; GO:0009437; GO:0016021; GO:0044667; GO:1900751,Proteobacteria
Q3Z3C4,CBPM_SHISS,Chaperone modulatory protein CbpM,cbpM SSON_1007,Shigella sonnei (strain Ss046),101,,Proteobacteria
Q3YXU5,E4PD_SHISS,D-erythrose-4-phosphate dehydrogenase (E4PDH) (EC 1.2.1.72),epd SSON_3079,Shigella sonnei (strain Ss046),339,GO:0005737; GO:0008615; GO:0042823; GO:0048001; GO:0051287,Proteobacteria
Q3Z5W9,CAIA_SHISS,Crotonobetainyl-CoA reductase (EC 1.3.8.13) (Crotonobetainyl-CoA dehydrogenase),caiA SSON_0047,Shigella sonnei (strain Ss046),380,GO:0003995; GO:0005737; GO:0009437; GO:0050660; GO:0052890,Proteobacteria
Q3YY77,ENO_SHISS,Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase),eno SSON_2936,Shigella sonnei (strain Ss046),432,GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0006096; GO:0009986,Proteobacteria
Q3Z2V9,DADA_SHISS,D-amino acid dehydrogenase (EC 1.4.99.-),dadA SSON_1181,Shigella sonnei (strain Ss046),432,GO:0008718; GO:0055130,Proteobacteria
Q3YW93,GLGB_SHISS,1;4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1;4-alpha-D-glucan:1;4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE),glgB SSON_3672,Shigella sonnei (strain Ss046),728,GO:0003844; GO:0004553; GO:0005978; GO:0043169; GO:0102752,Proteobacteria
Q3Z0C8,MDTC_SHISS,Multidrug resistance protein MdtC (Multidrug transporter MdtC),mdtC SSON_2128,Shigella sonnei (strain Ss046),1025,GO:0005886; GO:0016021; GO:0022857,Proteobacteria
Q3YW95,GLGC_SHISS,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase),glgC SSON_3670,Shigella sonnei (strain Ss046),431,GO:0005524; GO:0005978; GO:0008878,Proteobacteria
Q3YXW5,GCST_SHISS,Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein),gcvT SSON_3058,Shigella sonnei (strain Ss046),364,GO:0004047; GO:0008483; GO:0019464,Proteobacteria
Q3YZ81,DAPE_SHISS,Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2;6-diaminoheptanedioate amidohydrolase),dapE SSON_2552,Shigella sonnei (strain Ss046),375,GO:0008270; GO:0009014; GO:0009089; GO:0019877; GO:0050897,Proteobacteria
Q3Z5I8,EFTS_SHISS,Elongation factor Ts (EF-Ts),tsf SSON_0182,Shigella sonnei (strain Ss046),283,GO:0003746; GO:0005737,Proteobacteria
Q3Z397,EFEO_SHISS,Iron uptake system component EfeO,efeO SSON_1037,Shigella sonnei (strain Ss046),375,GO:0042597,Proteobacteria
Q3Z4G4,LIPA_SHISS,Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA),lipA SSON_0582,Shigella sonnei (strain Ss046),321,GO:0005737; GO:0009249; GO:0016992; GO:0046872; GO:0051539; GO:0102552; GO:0102553,Proteobacteria
Q3Z0G2,HIS5_SHISS,Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH),hisH SSON_2094,Shigella sonnei (strain Ss046),196,GO:0000105; GO:0000107; GO:0004359; GO:0005737; GO:0006541; GO:0016829,Proteobacteria
Q3Z0C9,MDTB_SHISS,Multidrug resistance protein MdtB (Multidrug transporter MdtB),mdtB SSON_2127,Shigella sonnei (strain Ss046),1040,GO:0005886; GO:0016021; GO:0022857,Proteobacteria
Q3Z5Y1,ISPH_SHISS,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4),ispH SSON_0034,Shigella sonnei (strain Ss046),316,GO:0016114; GO:0019288; GO:0046872; GO:0050992; GO:0051539; GO:0051745,Proteobacteria
Q3Z4K2,ENTS_SHISS,Enterobactin exporter EntS,entS SSON_0542,Shigella sonnei (strain Ss046),416,GO:0005887; GO:0042931,Proteobacteria
Q3YUW0,G6PI_SHISS,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),pgi SSON_4203,Shigella sonnei (strain Ss046),549,GO:0004347; GO:0005737; GO:0006094; GO:0006096,Proteobacteria
Q3Z267,SYT_SHISS,Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS),thrS SSON_1439,Shigella sonnei (strain Ss046),642,GO:0000049; GO:0004829; GO:0005524; GO:0005737; GO:0006435; GO:0046872,Proteobacteria
Q3Z260,IHFA_SHISS,Integration host factor subunit alpha (IHF-alpha),ihfA himA SSON_1446,Shigella sonnei (strain Ss046),99,GO:0003677; GO:0006310; GO:0006355; GO:0006417,Proteobacteria
Q3Z360,YCEI_SHISS,Protein YceI,yceI SSON_1076,Shigella sonnei (strain Ss046),191,GO:0042597,Proteobacteria
Q3Z3F7,YCCT_SHISS,UPF0319 protein YccT,yccT SSON_0968,Shigella sonnei (strain Ss046),220,,Proteobacteria
Q3Z2S4,OTSA_SHISS,Trehalose-6-phosphate synthase (TPS) (EC 2.4.1.15) (Alpha;alpha-trehalose-phosphate synthase [UDP-forming]) (Osmoregulatory trehalose synthesis protein A) (OtsA) (UDP-glucose-glucosephosphate glucosyltransferase),otsA SSON_1221,Shigella sonnei (strain Ss046),474,GO:0003825; GO:0005992,Proteobacteria
Q3YZ34,NDK_SHISS,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase),ndk SSON_2600,Shigella sonnei (strain Ss046),143,GO:0004550; GO:0005524; GO:0005737; GO:0006183; GO:0006228; GO:0006241; GO:0046872,Proteobacteria
Q3Z2G1,YOBD_SHISS,UPF0266 membrane protein YobD,yobD SSON_1340,Shigella sonnei (strain Ss046),152,GO:0005886; GO:0016021,Proteobacteria
Q3Z3M2,YCAD_SHISS,Uncharacterized MFS-type transporter YcaD,ycaD SSON_0899,Shigella sonnei (strain Ss046),382,GO:0005886; GO:0016021; GO:0022857,Proteobacteria
P16940,YIS2_SHISO,Insertion element IS600 uncharacterized 31 kDa protein (ISO-S3 31 kDa protein),,Shigella sonnei,272,GO:0003676; GO:0015074,Proteobacteria
Q9ZFF7,AROA_SHISO,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS),aroA,Shigella sonnei,427,GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423,Proteobacteria
Q0T1D5,NORV_SHIF8,Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb),norV flrD SFV_2795,Shigella flexneri serotype 5b (strain 8401),479,GO:0005506; GO:0005737; GO:0009055; GO:0010181; GO:0016966,Proteobacteria
Q0T241,PUR7_SHIF8,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase),purC SFV_2521,Shigella flexneri serotype 5b (strain 8401),237,GO:0004639; GO:0005524; GO:0006189; GO:0009236,Proteobacteria
Q0T157,FUCI_SHIF8,L-fucose isomerase (EC 5.3.1.25) (6-deoxy-L-galactose isomerase) (FucIase),fucI SFV_2881,Shigella flexneri serotype 5b (strain 8401),591,GO:0005737; GO:0008736; GO:0030145; GO:0042355,Proteobacteria
Q0T7N0,BETA_SHIF8,Oxygen-dependent choline dehydrogenase (CDH) (CHD) (EC 1.1.99.1) (Betaine aldehyde dehydrogenase) (BADH) (EC 1.2.1.8),betA SFV_0322,Shigella flexneri serotype 5b (strain 8401),556,GO:0008802; GO:0008812; GO:0019285; GO:0050660,Proteobacteria
Q0T431,ABDH_SHIF8,Gamma-aminobutyraldehyde dehydrogenase (ABALDH) (EC 1.2.1.19) (1-pyrroline dehydrogenase) (4-aminobutanal dehydrogenase) (5-aminopentanal dehydrogenase) (EC 1.2.1.-),patD SFV_1770,Shigella flexneri serotype 5b (strain 8401),474,GO:0009447; GO:0019145; GO:0019477; GO:0033737; GO:0051287,Proteobacteria
P0AGL6,RATA_SHIFL,Ribosome association toxin RatA,ratA yfjG SF2678 S2856,Shigella flexneri,158,,Proteobacteria
P0A9T3,SERA_SHIFL,D-3-phosphoglycerate dehydrogenase (PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399),serA SF2898 S3098,Shigella flexneri,410,GO:0004617; GO:0006564; GO:0051287,Proteobacteria
P0AFZ2,SSEB_SHIFL,Protein SseB,sseB SF2569 S2741,Shigella flexneri,258,,Proteobacteria
P0AFY5,SANA_SHIFL,Protein SanA,sanA SF2229 S2358,Shigella flexneri,239,GO:0005886; GO:0016021,Proteobacteria
P0AG73,RMUC_SHIFL,DNA recombination protein RmuC,rmuC SF3910 S3844,Shigella flexneri,475,GO:0006310,Proteobacteria
P0AGH7,SAPC_SHIFL,Peptide transport system permease protein SapC,sapC SF1297 S1379,Shigella flexneri,296,GO:0005886; GO:0015031; GO:0016021; GO:0055085,Proteobacteria
P0A9C2,GLPA_SHIFL,Anaerobic glycerol-3-phosphate dehydrogenase subunit A (G-3-P dehydrogenase) (EC 1.1.5.3),glpA SF2323 S2456,Shigella flexneri,542,GO:0005886; GO:0006072; GO:0009331; GO:0010181; GO:0019563; GO:0050660; GO:0052591,Proteobacteria
P0A9M9,PTA_SHIFL,Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase),pta SF2373 S2508,Shigella flexneri,714,GO:0005737; GO:0006085; GO:0008959,Proteobacteria
P0AG26,SPOT_SHIFL,Guanosine-3';5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase),spoT SF3690 S4079,Shigella flexneri,702,GO:0008893; GO:0015970,Proteobacteria
P69785,PTGA_SHIFL,PTS system glucose-specific EIIA component (EIIA-Glc) (EIII-Glc) (Glucose-specific phosphotransferase enzyme IIA component),crr SF2472 S2618,Shigella flexneri,169,GO:0005737; GO:0009401; GO:0016301; GO:0046872,Proteobacteria
Q83LP3,SERC_SHIFL,Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT),serC SF0902 S0966,Shigella flexneri,362,GO:0004648; GO:0005737; GO:0006564; GO:0008615; GO:0030170,Proteobacteria
P0AFM1,PQIA_SHIFL,Intermembrane transport protein PqiA,pqiA SF0951 S1016,Shigella flexneri,417,GO:0005886; GO:0016021,Proteobacteria
Q83MC8,SYP_SHIFL,Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS),proS SF0185 S0187,Shigella flexneri,572,GO:0002161; GO:0004827; GO:0005524; GO:0005737; GO:0006433,Proteobacteria
P0AFR1,RSSA_SHIFL,NTE family protein RssA,rssA SF1234 S1320,Shigella flexneri,301,GO:0004622; GO:0016042; GO:0046470,Proteobacteria
P69800,PTNAB_SHIFL,PTS system mannose-specific EIIAB component (EC 2.7.1.191) (EIIAB-Man) (EIII-Man) [Includes: Mannose-specific phosphotransferase enzyme IIA component (PTS system mannose-specific EIIA component); Mannose-specific phosphotransferase enzyme IIB component (PTS system mannose-specific EIIB component)],manX SF1411 S1526,Shigella flexneri,323,GO:0005737; GO:0005886; GO:0008982; GO:0009401; GO:0016021; GO:0016301,Proteobacteria
P63180,RLMB_SHIFL,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (EC 2.1.1.185) (23S rRNA (guanosine2251 2'-O)-methyltransferase) (23S rRNA Gm2251 2'-O-methyltransferase),rlmB SF4335 S4603,Shigella flexneri,243,GO:0003723; GO:0005737; GO:0070039,Proteobacteria
P0AAD3,MTR_SHIFL,Tryptophan-specific transport protein (Tryptophan permease),mtr SF3202 S3419,Shigella flexneri,414,GO:0005887; GO:0015173,Proteobacteria
Q83SE6,HTPG_SHIFL,Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G),htpG SF0418 S0425,Shigella flexneri,624,GO:0005524; GO:0005737; GO:0006457; GO:0016887; GO:0051082,Proteobacteria
Q83RN5,NARH_SHIFL,Respiratory nitrate reductase 1 beta chain (EC 1.7.5.1),narH SF1228 S1312,Shigella flexneri,512,GO:0005886; GO:0008940; GO:0009325; GO:0042128; GO:0046872; GO:0051538; GO:0051539,Proteobacteria
Q83PN2,RNPH_SHIFL,Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase),rph SF3682 S4086,Shigella flexneri,238,GO:0000049; GO:0000175; GO:0006364; GO:0008033; GO:0009022; GO:0016075,Proteobacteria
P0C0L3,OSMC_SHIFL,Peroxiredoxin OsmC (EC 1.11.1.-) (Osmotically-inducible protein C),osmC SF1743 S1876,Shigella flexneri,143,GO:0004601; GO:0005737; GO:0006979; GO:0051920,Proteobacteria
Q83JW6,RLMM_SHIFL,Ribosomal RNA large subunit methyltransferase M (EC 2.1.1.186) (23S rRNA (cytidine2498-2'-O)-methyltransferase) (23S rRNA 2'-O-ribose methyltransferase RlmM),rlmM SF2820 S3015,Shigella flexneri,366,GO:0005737; GO:0006364; GO:0008757; GO:0032259,Proteobacteria
P0A9U2,YBHF_SHIFL,Probable multidrug ABC transporter ATP-binding protein YbhF,ybhF SF0744 S0785,Shigella flexneri,578,GO:0005524; GO:0042626,Proteobacteria
P0AFJ4,YJDM_SHIFL,Protein YjdM,yjdM phnA SF4115 S3615,Shigella flexneri,111,,Proteobacteria
P67156,YQFA_SHIFL,UPF0073 inner membrane protein YqfA,yqfA SF2885 S3084,Shigella flexneri,219,GO:0005886; GO:0016021; GO:0019835,Proteobacteria
Q83KS0,PURT_SHIFL,Formate-dependent phosphoribosylglycinamide formyltransferase (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (EC 2.1.2.-) (GAR transformylase 2) (GART 2) (Non-folate glycinamide ribonucleotide transformylase) (Phosphoribosylglycinamide formyltransferase 2),purT SF1859 S1925,Shigella flexneri,392,GO:0000287; GO:0004644; GO:0005524; GO:0006189; GO:0043815,Proteobacteria
P0A441,PURU_SHIFL,Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase),purU SF1232 S1318,Shigella flexneri,280,GO:0006189; GO:0006730; GO:0008864; GO:0016742,Proteobacteria
Q83M28,LPXH_SHIFL,UDP-2;3-diacylglucosamine hydrolase (EC 3.6.1.54) (UDP-2;3-diacylglucosamine diphosphatase),lpxH SF0455 S0463,Shigella flexneri,240,GO:0005737; GO:0008758; GO:0009245; GO:0019897; GO:0030145,Proteobacteria
P0AC87,PHSG_SHIFL,Glycogen phosphorylase (EC 2.4.1.1),glgP SF3451 S4312,Shigella flexneri,815,GO:0005977; GO:0008184; GO:0030170; GO:0102250; GO:0102499,Proteobacteria
P0ACQ9,TDCA_SHIFL,HTH-type transcriptional regulator TdcA (Tdc operon transcriptional activator),tdcA SF3158 S3370,Shigella flexneri,312,GO:0003677; GO:0003700; GO:0070689,Proteobacteria
P59194,YFCJ_SHIFL,Uncharacterized MFS-type transporter YfcJ,yfcJ SF2398 S2533,Shigella flexneri,392,GO:0005887; GO:0022857,Proteobacteria
Q83KI8,YEGH_SHIFL,UPF0053 protein YegH,yegH SF2127 S2251,Shigella flexneri,527,GO:0005886; GO:0016021; GO:0050660,Proteobacteria
P0AA66,YQJA_SHIFL,Inner membrane protein YqjA,yqjA SF3138 S3346,Shigella flexneri,220,GO:0005886; GO:0016021,Proteobacteria
P0ABG9,RODA_SHIFL,Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.1.129) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase),mrdB rodA SF0647 S0669,Shigella flexneri,370,GO:0005887; GO:0008360; GO:0008955; GO:0009252; GO:0051301; GO:0071555,Proteobacteria
P0AA46,RSUA_SHIFL,Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19) (16S pseudouridylate 516 synthase) (16S rRNA pseudouridine(516) synthase) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A),rsuA SF2270 S2399,Shigella flexneri,231,GO:0001522; GO:0003723; GO:0006364; GO:0120159,Proteobacteria
P0AAH7,SAPD_SHIFL,Peptide transport system ATP-binding protein SapD,sapD SF1296 S1378,Shigella flexneri,330,GO:0005524; GO:0005886; GO:0015031,Proteobacteria
P0ABK1,CYDA_SHIFL,Cytochrome bd-I ubiquinol oxidase subunit 1 (EC 7.1.1.7) (Cytochrome bd-I oxidase subunit I) (Cytochrome d ubiquinol oxidase subunit I),cydA SF0564 S0577,Shigella flexneri,522,GO:0005886; GO:0006119; GO:0009055; GO:0016021; GO:0019646; GO:0046872; GO:0070069,Proteobacteria
